[ 4.4083e-03,  2.9523e-02,  2.9496e+02,  8.5053e+01,  3.9181e+00, -2.5135e-03],
[ 3.3318e-01,  7.7298e-02,  2.9499e+02,  8.4841e+01,  4.4287e+00, -1.2555e-01],
[-3.1032e-01, -6.6264e-02,  2.9493e+02,  8.4669e+01,  4.6316e+00,  9.7181e-02],
[ 3.3749e-01,  7.7309e-02,  2.9499e+02,  8.4435e+01,  5.2421e+00, -1.2709e-01],
[-3.1348e-01, -6.6380e-02,  2.9493e+02,  8.4262e+01,  5.4419e+00,  9.8102e-02],
[ 3.2636e-01,  7.4589e-02,  2.9499e+02,  8.4028e+01,  6.0496e+00, -1.2363e-01],
[-3.1081e-01, -6.4998e-02,  2.9493e+02,  8.3855e+01,  6.2530e+00,  9.7560e-02],
[ 3.3910e-01,  7.8668e-02,  2.9499e+02,  8.3621e+01,  6.8638e+00, -1.2727e-01],
[-3.0989e-01, -6.6114e-02,  2.9493e+02,  8.3449e+01,  7.0622e+00,  9.7090e-02],
[ 3.3466e-01,  7.6569e-02,  2.9499e+02,  8.3217e+01,  7.6710e+00, -1.2611e-01],
[-3.1262e-01, -6.5787e-02,  2.9493e+02,  8.3043e+01,  7.8689e+00,  9.7819e-02],
[ 3.3172e-01,  7.5663e-02,  2.9499e+02,  8.2812e+01,  8.4777e+00, -1.2519e-01],
[-3.0466e-01, -6.3950e-02,  2.9493e+02,  8.2638e+01,  8.6783e+00,  9.5760e-02],
[ 3.3202e-01,  7.6925e-02,  2.9499e+02,  8.2406e+01,  9.2842e+00, -1.2503e-01],
[-3.0963e-01, -6.5849e-02,  2.9493e+02,  8.2235e+01,  9.4820e+00,  9.7024e-02],
[ 3.2823e-01,  7.4891e-02,  2.9499e+02,  8.2003e+01,  1.0088e+01, -1.2408e-01],
[-3.1134e-01, -6.5989e-02,  2.9493e+02,  8.1831e+01,  1.0286e+01,  9.7509e-02],
[ 3.3233e-01,  7.6934e-02,  2.9499e+02,  8.1599e+01,  1.0894e+01, -1.2507e-01],
[ 4.0097e-01,  1.0166e-01,  2.9499e+02,  8.1389e+01,  1.1318e+01, -1.2154e-01],
[-3.7815e-01, -9.0597e-02,  2.9493e+02,  8.1235e+01,  1.1467e+01,  9.3556e-02],
[ 4.2094e-01,  7.2935e-02,  2.9500e+02,  8.0997e+01,  1.2128e+01, -1.2262e-01],
[ 3.4199e-01,  7.8824e-02,  2.9500e+02,  8.0794e+01,  1.2502e+01, -1.2805e-01],
[-3.1268e-01, -6.7114e-02,  2.9493e+02,  8.0623e+01,  1.2691e+01,  9.8085e-02],
[ 3.3251e-01,  7.5373e-02,  2.9500e+02,  8.0393e+01,  1.3299e+01, -1.2534e-01],
[-3.1431e-01, -6.5189e-02,  2.9492e+02,  8.0220e+01,  1.3490e+01,  9.8593e-02],
[ 3.3499e-01,  7.7465e-02,  2.9500e+02,  7.9991e+01,  1.4100e+01, -1.2577e-01],
[ 4.2387e-01,  7.3853e-02,  2.9500e+02,  7.9793e+01,  1.4529e+01, -1.2268e-01],
[ 3.3540e-01,  7.7559e-02,  2.9500e+02,  7.9591e+01,  1.4898e+01, -1.2587e-01],
[-3.1075e-01, -6.1986e-02,  2.9492e+02,  7.9418e+01,  1.5087e+01,  9.7234e-02],
[ 3.4344e-01,  7.9187e-02,  2.9500e+02,  7.9191e+01,  1.5699e+01, -1.2842e-01],
[-3.0941e-01, -6.1309e-02,  2.9492e+02,  7.9018e+01,  1.5884e+01,  9.6749e-02],
[ 3.3514e-01,  7.6373e-02,  2.9500e+02,  7.8793e+01,  1.6492e+01, -1.2599e-01],
[-3.0833e-01, -6.4740e-02,  2.9492e+02,  7.8621e+01,  1.6679e+01,  9.6995e-02],
[ 3.3774e-01,  7.7579e-02,  2.9500e+02,  7.8393e+01,  1.7288e+01, -1.2657e-01],
[-3.2170e-01, -6.5189e-02,  2.9492e+02,  7.8221e+01,  1.7468e+01,  1.0021e-01],
[ 3.3967e-01,  7.6912e-02,  2.9501e+02,  7.7995e+01,  1.8083e+01, -1.2738e-01],
[-3.3192e-01, -1.3691e-01,  2.9486e+02,  7.7844e+01,  1.8238e+01,  1.1518e-01],
[ 3.2968e-01, -4.9047e-01,  2.9457e+02,  7.7772e+01,  1.8729e+01, -6.5359e-04],
[ -2.0450,  -1.9736, 294.2237,  78.2746,  17.8780,   0.7295],
[ -3.2555,  -3.2584, 293.8051,  78.7014,  17.3506,   1.0891],
[ -5.9257,  -5.0878, 292.7015,  79.1853,  16.2141,   1.8938],
[ -8.2764,  -7.2206, 290.6101,  79.6133,  14.9548,   2.6244],
[-11.5708,  -9.9600, 286.4597,  79.9107,  12.9694,   3.6549],
[-14.7431, -12.8538, 278.6365,  79.6705,  10.3104,   4.6782],
[-16.5593, -14.6706, 264.6441,  78.0779,   6.9722,   5.3449],
[ -6.6705, -10.7000, 244.3039,  73.4873,   6.5293,   2.9688],
[-2.7098e-01, -4.1761e-02,  1.9684e+02,  6.2510e+01, -8.3262e-02,  8.7384e-02],
[-1.7327e-01, -2.8455e-02,  1.9686e+02,  6.2513e+01, -5.4234e-02,  5.5776e-02],
[-2.9589e-01, -4.5814e-02,  1.9685e+02,  6.2513e+01, -9.0233e-02,  9.5491e-02],
[-1.4065e-04, -1.9321e-03,  1.9686e+02,  6.2504e+01, -9.5222e-06,  4.6581e-05],
[ 2.2449e-01,  3.3042e-02,  1.9687e+02,  6.2495e+01,  6.7627e-02, -7.2544e-02],
[-2.4901e-01, -4.5279e-02,  1.9686e+02,  6.2518e+01, -7.5566e-02,  8.0374e-02],
[-4.7463e-01, -5.6552e-02,  1.9681e+02,  6.2505e+01, -1.4737e-01,  1.5338e-01],
[ 2.7538e-01,  4.2380e-02,  1.9688e+02,  6.2496e+01,  8.4653e-02, -8.8801e-02],
[-2.7053e-01, -4.1776e-02,  1.9684e+02,  6.2510e+01, -8.3129e-02,  8.7239e-02],
[-2.7094e-01, -4.1844e-02,  1.9684e+02,  6.2511e+01, -8.3207e-02,  8.7374e-02],
[-2.7179e-01, -4.1916e-02,  1.9684e+02,  6.2510e+01, -8.3504e-02,  8.7647e-02],
[ 2.6945e-01,  4.1570e-02,  1.9688e+02,  6.2496e+01,  8.2804e-02, -8.6892e-02],
[-2.6759e-01, -4.1241e-02,  1.9684e+02,  6.2510e+01, -8.2230e-02,  8.6291e-02],
[ 2.7080e-01,  4.1756e-02,  1.9688e+02,  6.2496e+01,  8.3199e-02, -8.7329e-02],
